set_name_plus_dj_id,set_title,set_list,artist,song,spotify_song_name,spotify_id,preview,songs,dj_name,dj_id,song_id,dj_play_count,total_play_count
" - Tiësto, W&W, David Guetta, Le Shuuk - Big City Beats, KroneHit - 683"," - Tiësto, W&W, David Guetta, Le Shuuk - Big City Beats, KroneHit", Ummet Ozcan - Omnia [OZ], Ummet Ozcan,Omnia [OZ],Omnia,5YwbfO1snzsQgNSr0lTcvd,https://p.scdn.co/mp3-preview/094e9bcab8193d761ef470023fe972a1c19e341b?cid=461b02dc885841c0a798981c336f46f0,Omnia [OZ], David Guetta,683,75883,1,13
" - Tiësto, W&W, David Guetta, Le Shuuk - Big City Beats, KroneHit - 683"," - Tiësto, W&W, David Guetta, Le Shuuk - Big City Beats, KroneHit", Merk & Kremont - Gucci Fendi Prada [Spinnin' - SP1711], Merk & Kremont,Gucci Fendi Prada [Spinnin',Gucci Fendi Prada,33YGqHnV6LybjbQ2AV7qb7,https://p.scdn.co/mp3-preview/33d5c1083905294ddf90e3f32b7d02341a927042?cid=461b02dc885841c0a798981c336f46f0,Gucci Fendi Prada [Spinnin', David Guetta,683,39372,3,27
" - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor - 5348"," - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor",Doc Daneeka - Hold On,Doc Daneeka,Hold On,Hold On,16k4X2O1CnMIx0co3OVBtr,https://p.scdn.co/mp3-preview/ecc5c2e6edc5b3aa2678129c55e6086ea88e727d?cid=461b02dc885841c0a798981c336f46f0,Hold On,Francis Gay,5348,14214,1,9
" - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor - 5348"," - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor",Beck - Blue Randy,Beck,Blue Randy,Blue Randy,36h6FHmu04pnGT8wzn0MfI,https://p.scdn.co/mp3-preview/13d5dd1c19c68639688e5096acd860f56cf0f23e?cid=461b02dc885841c0a798981c336f46f0,Blue Randy,Francis Gay,5348,39882,1,6
" - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor - 5348"," - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor",A Drummer From Detroit - Part Five,A Drummer From Detroit,Part Five,Part Five,3gybKpmNJeVYYek9cjZoSj,https://p.scdn.co/mp3-preview/6698b71cefc170d3ac209bb035a3502581a0eb3f?cid=461b02dc885841c0a798981c336f46f0,Part Five,Francis Gay,5348,43448,1,6
" - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor - 5348"," - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor",Tosca - The Big Sleep,Tosca,The Big Sleep,The Big Sleep,25WRTnSWUGy7aSgXsPA1wu,https://p.scdn.co/mp3-preview/6ff0d79cfaad1918a39462fba16329e6baf745ea?cid=461b02dc885841c0a798981c336f46f0,The Big Sleep,Francis Gay,5348,26920,1,6
" - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor - 5348"," - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor", Schade - Squad Up , Schade,Squad Up ,Squad Up,270hTtaLLnfHPHzR0Hbym4,https://p.scdn.co/mp3-preview/90d5f46a854fb5502e469ff29cf6b18bccacdf27?cid=461b02dc885841c0a798981c336f46f0,Squad Up ,Francis Gay,5348,27152,1,8
" - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor - 5348"," - Francis Gay, Daferwa, Tosca, DJ Nomad, Kitschkrieg, AsadJohn - COSMO Selektor",Beck - Blue Randy,Beck,Blue Randy,Blue Randy,36h6FHmu04pnGT8wzn0MfI,https://p.scdn.co/mp3-preview/13d5dd1c19c68639688e5096acd860f56cf0f23e?cid=461b02dc885841c0a798981c336f46f0,Blue Randy,Francis Gay,5348,39882,1,6
" - Łukasz Tomaszewski, Latin Bitman, Max Graef, Nickodemus, Mercy Milano - COSMO Selektor - 1879"," - Łukasz Tomaszewski, Latin Bitman, Max Graef, Nickodemus, Mercy Milano - COSMO Selektor",Nickodemus - All Over The Place (Outro),Nickodemus,All Over The Place (Outro),All over the Place (Outro),4mTe8McgTXnog2ObXc5rYl,https://p.scdn.co/mp3-preview/f1d674d8cf0f605c17ad9943c4c10eb4787a214b?cid=461b02dc885841c0a798981c336f46f0,All Over The Place (Outro), Max Graef,1879,58360,1,10
" - Łukasz Tomaszewski, Latin Bitman, Max Graef, Nickodemus, Mercy Milano - COSMO Selektor - 1879"," - Łukasz Tomaszewski, Latin Bitman, Max Graef, Nickodemus, Mercy Milano - COSMO Selektor",Nickodemus - Night Blooming Jasmines,Nickodemus,Night Blooming Jasmines,Night Blooming Jasmines,7rUS6ChWrzMGS2k126n9rC,https://p.scdn.co/mp3-preview/cf9fd46e6c23e19b1287861d6bfba130d38c84c4?cid=461b02dc885841c0a798981c336f46f0,Night Blooming Jasmines, Max Graef,1879,97482,1,10
 - Evaldas Mikalauskas - M-1 Weekend Mix 269 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 269,Mr. Belt & Wezol - Boogie Wonderland,Mr. Belt & Wezol,Boogie Wonderland,Boogie Wonderland,3vub8awVQgbBHzGIzPXdkZ,https://p.scdn.co/mp3-preview/9cbea69a6733beadf23d7e15269eac58adc57136?cid=461b02dc885841c0a798981c336f46f0,Boogie Wonderland,Evaldas Mikalauskas,5139,49473,5,6
 - Evaldas Mikalauskas - M-1 Weekend Mix 269 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 269,Oliver Heldens - I Don't Wanna Go Home,Oliver Heldens,I Don't Wanna Go Home,I Don't Wanna Go Home,0YnN9IJPhKR0HGDVG5ebtf,https://p.scdn.co/mp3-preview/882aafde06bd07a553cbaec26a1a26fa9693b79a?cid=461b02dc885841c0a798981c336f46f0,I Don't Wanna Go Home,Evaldas Mikalauskas,5139,12239,8,10
 - Evaldas Mikalauskas - M-1 Weekend Mix 269 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 269,Mike Williams - Take Me Down,Mike Williams,Take Me Down,Take Me Down,0f8PaQYidr2eeeNsrWbYsf,https://p.scdn.co/mp3-preview/79cd0022e2265039ae424f702a579b1f6c466de8?cid=461b02dc885841c0a798981c336f46f0,Take Me Down,Evaldas Mikalauskas,5139,4201,9,9
 - Evaldas Mikalauskas - M-1 Weekend Mix 269 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 269,DJ Snake Feat. Justin Bieber - Let Me Love You (Don Diablo Remix),DJ Snake Feat. Justin Bieber,Let Me Love You (Don Diablo Remix),Let Me Love You (feat. Justin Bieber) - Don Diablo Remix,3DMiBRGKhVKQfUqmmWEvQb,https://p.scdn.co/mp3-preview/2eb53f862f29468000ffb858198824a5ffa0c816?cid=461b02dc885841c0a798981c336f46f0,Let Me Love You (Don Diablo Remix),Evaldas Mikalauskas,5139,42051,6,16
 - Evaldas Mikalauskas - M-1 Weekend Mix 404 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 404,"Mattei & Omich, Nathan Nicholson - Doors","Mattei & Omich, Nathan Nicholson",Doors,Doors (feat. Nathan Nicholson) - Extended Mix,2k0C9mlj5S2lAi5zC0MorP,https://p.scdn.co/mp3-preview/68b631248fb0c88b389ea4570f9bf16091aea190?cid=461b02dc885841c0a798981c336f46f0,Doors,Evaldas Mikalauskas,5139,32003,3,6
 - Evaldas Mikalauskas - M-1 Weekend Mix 404 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 404,Pickle - Body Work,Pickle,Body Work,Body Work,1qo1dnwguBAbiqRNd3oTEi,https://p.scdn.co/mp3-preview/3ebf423836c46d02afc16bfc81fbf6d630d96d7e?cid=461b02dc885841c0a798981c336f46f0,Body Work,Evaldas Mikalauskas,5139,21748,5,8
 - Evaldas Mikalauskas - M-1 Weekend Mix 404 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 404,"Milk & Sugar, David Penn - Happy People","Milk & Sugar, David Penn",Happy People,Happy People,5BxtzutHORFS8qO0KW5CJD,https://p.scdn.co/mp3-preview/6af735847bae7542a6ca83e424c7a247f47f7f7b?cid=461b02dc885841c0a798981c336f46f0,Happy People,Evaldas Mikalauskas,5139,66574,5,10
 - Evaldas Mikalauskas - M-1 Weekend Mix 404 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 404,Pete Heller - Big Love (David Penn Extended Remix),Pete Heller,Big Love (David Penn Extended Remix),Big Love - David Penn Extended Remix,1HYZiGTCTqob4YwhFUU4Qq,https://p.scdn.co/mp3-preview/ef124cbfb8e99cdf3a7b70079b4a4412a08d98b9?cid=461b02dc885841c0a798981c336f46f0,Big Love (David Penn Extended Remix),Evaldas Mikalauskas,5139,18284,4,22
 - Evaldas Mikalauskas - M-1 Weekend Mix 404 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 404,Ben Remember - It Ain't Easy,Ben Remember,It Ain't Easy,It Ain’t Easy,5VQx2B3rpQd20iChyvf008,https://p.scdn.co/mp3-preview/67fec1772905d0f276b13c68e82a90fa7a05c77b?cid=461b02dc885841c0a798981c336f46f0,It Ain't Easy,Evaldas Mikalauskas,5139,74548,4,18
 - Evaldas Mikalauskas - M-1 Weekend Mix 404 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 404,Pickle - Body Work,Pickle,Body Work,Body Work,1qo1dnwguBAbiqRNd3oTEi,https://p.scdn.co/mp3-preview/3ebf423836c46d02afc16bfc81fbf6d630d96d7e?cid=461b02dc885841c0a798981c336f46f0,Body Work,Evaldas Mikalauskas,5139,21748,5,8
" - Łukasz Tomaszewski, Auntie Flo, Deena Abdelwahed, Renegades Of Jazz, Tom Sky - Cosmo Selektor - 3047"," - Łukasz Tomaszewski, Auntie Flo, Deena Abdelwahed, Renegades Of Jazz, Tom Sky - Cosmo Selektor",Pablo Fierro - La Palma,Pablo Fierro,La Palma,La Palma,1g0Y73ZXUYvu4BYPMPTUYs,https://p.scdn.co/mp3-preview/43a4393f6ac3126ad8c6a06b6b2887e96c10a337?cid=461b02dc885841c0a798981c336f46f0,La Palma,Łukasz Tomaszewski,3047,17430,2,16
" - Łukasz Tomaszewski, Auntie Flo, Deena Abdelwahed, Renegades Of Jazz, Tom Sky - Cosmo Selektor - 3047"," - Łukasz Tomaszewski, Auntie Flo, Deena Abdelwahed, Renegades Of Jazz, Tom Sky - Cosmo Selektor",Burkina Electric - Gom Zanga,Burkina Electric,Gom Zanga,Gom Zanga,3RpYnOaQSkU0lhK3o3M25c,https://p.scdn.co/mp3-preview/09af284d7821b7a592203c2959ae6c1e5a81d6b5?cid=461b02dc885841c0a798981c336f46f0,Gom Zanga,Łukasz Tomaszewski,3047,47822,2,10
" - Łukasz Tomaszewski, Auntie Flo, Deena Abdelwahed, Renegades Of Jazz, Tom Sky - Cosmo Selektor - 3047"," - Łukasz Tomaszewski, Auntie Flo, Deena Abdelwahed, Renegades Of Jazz, Tom Sky - Cosmo Selektor",Pilocka Krach - Dogs Are In The House,Pilocka Krach,Dogs Are In The House,Dogs Are In This House,4XxfujTvxXYDFKHnhuYcaT,https://p.scdn.co/mp3-preview/39a7865dff6be5338c9982d531ec3dad01b79645?cid=461b02dc885841c0a798981c336f46f0,Dogs Are In The House,Łukasz Tomaszewski,3047,62975,2,9
" - EDX, Timmy Trumpet, David Guetta, Marco Petralia - Big City Beats, KroneHit - 5023"," - EDX, Timmy Trumpet, David Guetta, Marco Petralia - Big City Beats, KroneHit",Dario D'Attis Feat. Jinadu - Space & Time (Extended Vocal Mix) [Defected - DFTD562D],Dario D'Attis Feat. Jinadu,Space & Time (Extended Vocal Mix) [Defected,Space & Time (feat. Jinadu) - Extended Vocal Mix,3T65PMmTZ04viz6ipT9ZZl,https://p.scdn.co/mp3-preview/1613a0fb62f686d3101c99acecd7130dcc66d22e?cid=461b02dc885841c0a798981c336f46f0,Space & Time (Extended Vocal Mix) [Defected,EDX,5023,48398,1,18
" - EDX, Timmy Trumpet, David Guetta, Marco Petralia - Big City Beats, KroneHit - 5023"," - EDX, Timmy Trumpet, David Guetta, Marco Petralia - Big City Beats, KroneHit", Friend Within - Waiting [Toolroom - TOOL765], Friend Within,Waiting [Toolroom,Waiting - Original Mix,6d4bxWuPjvbHo3ZmaD0Grw,https://p.scdn.co/mp3-preview/42b52f90c1c7efcdc5c93c1de401c85afe153969?cid=461b02dc885841c0a798981c336f46f0,Waiting [Toolroom,EDX,5023,79575,1,38
" - Francis Gay, Otura Mun, Bleepolar, HADE - COSMO Selektor - 2145"," - Francis Gay, Otura Mun, Bleepolar, HADE - COSMO Selektor",Los Gaiteros de San Jacinto - Maria Sola (Dub),Los Gaiteros de San Jacinto,Maria Sola (Dub),Maria Sola - Dub Mix,4d0USJj47Bx08Bnq3e5bWl,https://p.scdn.co/mp3-preview/30afcbbd3c760b3b7b76c240e6a659f2e9a04ad2?cid=461b02dc885841c0a798981c336f46f0,Maria Sola (Dub), Otura Mun,2145,54407,1,18
" - Francis Gay, Otura Mun, Bleepolar, HADE - COSMO Selektor - 2145"," - Francis Gay, Otura Mun, Bleepolar, HADE - COSMO Selektor",Alkaline - After All,Alkaline,After All,After All,77AW2gaYhiEuuPSR13mDFU,https://p.scdn.co/mp3-preview/7d45f21515a8539c094df0c7457be1fe0864135f?cid=461b02dc885841c0a798981c336f46f0,After All, Otura Mun,2145,90642,1,6
" - Francis Gay, Otura Mun, Bleepolar, HADE - COSMO Selektor - 2145"," - Francis Gay, Otura Mun, Bleepolar, HADE - COSMO Selektor",Vybz Kartel Feat. Shenseea - Loodi,Vybz Kartel Feat. Shenseea,Loodi,Loodi (feat. Shenseea),7EibVLTFJrorLknJeQD7Ru,https://p.scdn.co/mp3-preview/965b1087924ce1e9e6398e381b7df36d8e75a225?cid=461b02dc885841c0a798981c336f46f0,Loodi, Otura Mun,2145,93059,1,6
" - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379 - 5139"," - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379",Watermät - Bullit,Watermät,Bullit,Bullit,1JXuUHHaUfjcyFqdHQDtmt,,Bullit,Evaldas Mikalauskas,5139,19043,2,9
" - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379 - 5139"," - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379",Nora En Pure Feat. Ashibah - We Found Love (Ashibah Afro Remix),Nora En Pure Feat. Ashibah,We Found Love (Ashibah Afro Remix),We Found Love (feat. Ashibah) - Ashibah Afro Remix Edit,5oOkrq9HoMgA8uooKiEhoj,https://p.scdn.co/mp3-preview/1cc944b83bb58a7016fa256f74ed7de5cccd7acc?cid=461b02dc885841c0a798981c336f46f0,We Found Love (Ashibah Afro Remix),Evaldas Mikalauskas,5139,71638,3,6
" - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379 - 5139"," - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379",Nicola Zucchi - WoW,Nicola Zucchi,WoW,WoW,6HrjpgyrxE9gDGF1AWDVEP,https://p.scdn.co/mp3-preview/078f367509035a3e5a97ad43cab61d96b77aefe1?cid=461b02dc885841c0a798981c336f46f0,WoW,Evaldas Mikalauskas,5139,81573,3,13
" - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379 - 5139"," - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379",Icarus - Sirens,Icarus,Sirens,Sirens,0EudqIdrpZjHZ1pnSuBKgA,https://p.scdn.co/mp3-preview/c6586b3bcca23dc022286938f24f275c3e3209fc?cid=461b02dc885841c0a798981c336f46f0,Sirens,Evaldas Mikalauskas,5139,4056,3,15
" - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379 - 5139"," - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379",The Sneekers - Why,The Sneekers,Why,Why (Linas Music Remix),1urXaUShOBEKI90EdZai6c,https://p.scdn.co/mp3-preview/b69347323154e1373f07393cd523304613f490a9?cid=461b02dc885841c0a798981c336f46f0,Why,Evaldas Mikalauskas,5139,23440,20,23
" - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379 - 5139"," - Evaldas Mikalauskas, FREY, Glass Petals - M-1 Weekend Mix 379",Carlos - The Silmarillia 2019,Carlos,The Silmarillia 2019,The Silmarillia 2019,4Tx9XeiA8C87FjVtVlJS0P,https://p.scdn.co/mp3-preview/2995c3a5bd25315132380ee8d7a55c18353b3835?cid=461b02dc885841c0a798981c336f46f0,The Silmarillia 2019,Evaldas Mikalauskas,5139,61358,3,7
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",Tremor - Huayno De Metal,Tremor,Huayno De Metal,Huayno de Metal,7F19i098cXJ4nlqS6gzzE9,https://p.scdn.co/mp3-preview/7cbaf808e02e0d9c43bb3423e7958b38180e1c86?cid=461b02dc885841c0a798981c336f46f0,Huayno De Metal,Francis Gay,5348,93279,1,6
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor","Equiknoxx - Sent For Ducklings, Got Ducks",Equiknoxx,"Sent For Ducklings, Got Ducks","Sent for Ducklings, Got Ducks",4Zs8l3Cqd1QiDNbmn3JFjQ,https://p.scdn.co/mp3-preview/78b87c4a3b6267a14b7f0e0abcf266931ee654ae?cid=461b02dc885841c0a798981c336f46f0,"Sent For Ducklings, Got Ducks",Francis Gay,5348,63755,3,17
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor", Emilie Nana - I Rise [Compost - CPT509-3], Emilie Nana,I Rise [Compost,I Rise - François K Synthapella Intro Mix,1zrN8k40m4c3ZXll75vLnL,https://p.scdn.co/mp3-preview/f5e19d0de211d081aea4c65a6538ef24e17163eb?cid=461b02dc885841c0a798981c336f46f0,I Rise [Compost,Francis Gay,5348,25557,1,7
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",Orlandivo - Um Abraço Bengil,Orlandivo,Um Abraço Bengil,Um Abraço No Bengil,1hSxrdw4sTr1twZUJY6Vby,,Um Abraço Bengil,Francis Gay,5348,18191,1,6
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",Rick Ross Feat. Young Thug & Wale - Trap Trap Trap,Rick Ross Feat. Young Thug & Wale,Trap Trap Trap,Trap Trap Trap (feat. Young Thug & Wale),1KZ0Xo6Mmeprp1Sw5xCHYz,https://p.scdn.co/mp3-preview/89b110cc64cc17f7a6e962d740da14cfaf1cad4f?cid=461b02dc885841c0a798981c336f46f0,Trap Trap Trap,Francis Gay,5348,19473,1,9
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",TEYMOR! - Valley Of Peace,TEYMOR!,Valley Of Peace,Valley of Peace,1sP05DPJ37h2wC9cuZ0at7,https://p.scdn.co/mp3-preview/54076789c90a72fd3a28a8126ea7ee23baa67823?cid=461b02dc885841c0a798981c336f46f0,Valley Of Peace,Francis Gay,5348,22612,1,7
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",San Joe - Desculpa Doutor,San Joe,Desculpa Doutor,Desculpa Doutor,18CO6ODntZqzMxOxigBps4,https://p.scdn.co/mp3-preview/88e51f094f84144c2e5951c50b6607e3d5edcaf5?cid=461b02dc885841c0a798981c336f46f0,Desculpa Doutor,Francis Gay,5348,14593,1,6
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",Medlar - Shake It (Mytron Ofofo),Medlar,Shake It (Mytron Ofofo),Shake It - Mytron Ofofo Remix,2KmTbf1QZQK737E4ti3NOE,https://p.scdn.co/mp3-preview/2700e2fd8bc190e2d46bbf0e54225196a840f5b7?cid=461b02dc885841c0a798981c336f46f0,Shake It (Mytron Ofofo),Francis Gay,5348,32234,1,6
" - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor - 5348"," - Francis Gay, Michael Mayer, Thelonious Mark, Daferwa, Gafacci, NuSonix - COSMO Selektor",Afro Warriors - Uyankenteza,Afro Warriors,Uyankenteza,Uyankenteza (Enoo Napa Vocal Remix),06F8hp1fOZBMzkkXEE0svn,https://p.scdn.co/mp3-preview/3c53e74519bf9a9ebadeeb3ca73844629ae03673?cid=461b02dc885841c0a798981c336f46f0,Uyankenteza,Francis Gay,5348,1351,1,6
" - Benny L, Visionobi - Metalheadz, Rinse FM - 2921"," - Benny L, Visionobi - Metalheadz, Rinse FM",Origin Unknown - Truly One [Ram],Origin Unknown,Truly One [Ram],Truly One - Kasra & Enei Remix,3XsePCdKwoSlXeTJH0FdNe,https://p.scdn.co/mp3-preview/c30a597a67c17429ac7574acc7fab58e2ec3615f?cid=461b02dc885841c0a798981c336f46f0,Truly One [Ram], Visionobi,2921,50279,1,10
" - Benny L, Visionobi - Metalheadz, Rinse FM - 2921"," - Benny L, Visionobi - Metalheadz, Rinse FM",Bungle - Cocooned ,Bungle,Cocooned ,Cocooned,4Ixo3zq2yYkWcNzPKsAker,https://p.scdn.co/mp3-preview/7bd0f221a9899124b659ba0265c370f971d62600?cid=461b02dc885841c0a798981c336f46f0,Cocooned , Visionobi,2921,56843,2,33
 - Evaldas Mikalauskas - M-1 Weekend Mix 333 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 333,The Sneekers - Muzikos,The Sneekers,Muzikos,Muzikos - Papuga Remix,7IVOvJfrosRxpr7S1MFlzo,https://p.scdn.co/mp3-preview/631112af424127ed26cf1f4bb5ea6a2e0c6b23c8?cid=461b02dc885841c0a798981c336f46f0,Muzikos,Evaldas Mikalauskas,5139,94838,7,7
 - Evaldas Mikalauskas - M-1 Weekend Mix 333 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 333,Michael Calfan - On You (Aevion Remix),Michael Calfan,On You (Aevion Remix),On You - Aevion Radio Edit,4M9onsaj8IxHJEFVezMRoA,https://p.scdn.co/mp3-preview/cdb6b79f33e7e498e66fde6376e6e1aac9b3b2ac?cid=461b02dc885841c0a798981c336f46f0,On You (Aevion Remix),Evaldas Mikalauskas,5139,58145,9,9
 - Evaldas Mikalauskas - M-1 Weekend Mix 333 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 333,Armand Van Helden vs. Butter Rush - I Need A Painkiller (MK Remix),Armand Van Helden vs. Butter Rush,I Need A Painkiller (MK Remix),I Need A Painkiller - Armand Van Helden Vs. Butter Rush / MK Radio Edit,5Gsst9vg3MBhEC11xWatPT,,I Need A Painkiller (MK Remix),Evaldas Mikalauskas,5139,68534,9,9
 - Evaldas Mikalauskas - M-1 Weekend Mix 333 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 333,Moguai & AKA AKA - Home,Moguai & AKA AKA,Home,Home - Mednas & Nikola Remix,2FxkThVGqXbxlkjmMkAoPZ,https://p.scdn.co/mp3-preview/48aabbd6f1b2cd47cca1c9587b6969883686db6f?cid=461b02dc885841c0a798981c336f46f0,Home,Evaldas Mikalauskas,5139,30314,9,13
 - Evaldas Mikalauskas - M-1 Weekend Mix 333 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 333,Redondo - Just Hold On,Redondo,Just Hold On,Just Hold On,2xYyv8pWGejOX1ENBPR7Ur,https://p.scdn.co/mp3-preview/3763b363622035dde0143256f780b7ea2c33525f?cid=461b02dc885841c0a798981c336f46f0,Just Hold On,Evaldas Mikalauskas,5139,37694,9,9
" - Moguai, Joe Stone, Wankelmut - 1LIVE DJ Session - 1420"," - Moguai, Joe Stone, Wankelmut - 1LIVE DJ Session",Joe Smooth - Promised Land (Gerd Janson Extended Remix),Joe Smooth,Promised Land (Gerd Janson Extended Remix),Promised Land - Gerd Janson Extended Remix,627JRqD7uKDy9hRPHrtOuC,https://p.scdn.co/mp3-preview/1f6ec67925a1c05b85f9e35066a3904a88cf81fb?cid=461b02dc885841c0a798981c336f46f0,Promised Land (Gerd Janson Extended Remix), Joe Stone,1420,76764,1,9
" - Moguai, Joe Stone, Wankelmut - 1LIVE DJ Session - 1420"," - Moguai, Joe Stone, Wankelmut - 1LIVE DJ Session",Raven & Kreyn - The Future,Raven & Kreyn,The Future,Back To The Future,78FIACTZ1hZHAwjl9Rqd0x,https://p.scdn.co/mp3-preview/fb6192ee2b145c793d3e1a180f6752e434120559?cid=461b02dc885841c0a798981c336f46f0,The Future, Joe Stone,1420,90894,1,8
" - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1 - 1792"," - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1",Krankbrother - Right There With You,Krankbrother,Right There With You,Right There With You - Original Mix,39uJxAKf1n7RfeaMmTGue7,https://p.scdn.co/mp3-preview/fca341ecf52c7d8994f543562f6e90e432e026d3?cid=461b02dc885841c0a798981c336f46f0,Right There With You, Man Power,1792,40598,1,6
" - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1 - 1792"," - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1",Radio Slave - Vision,Radio Slave,Vision,Vision - Johannes Heil Remix,51YoxC8S5xXYwRTAiuc7Zr,https://p.scdn.co/mp3-preview/8375cc67e2f80581bd0b600a021d1c2c2ed1dfdd?cid=461b02dc885841c0a798981c336f46f0,Vision, Man Power,1792,64245,1,13
" - Kiwi, Joyryde - Diplo and Friends - 1467"," - Kiwi, Joyryde - Diplo and Friends",Jay Karama - Keep Calm,Jay Karama,Keep Calm,Keep Calm - Original Mix,6iV9uYYPjHYgsKViZEJdrL,https://p.scdn.co/mp3-preview/c02f15a2074052268c0d12d0e02f112e830ba7b2?cid=461b02dc885841c0a798981c336f46f0,Keep Calm, Joyryde,1467,82047,1,9
" - Kiwi, Joyryde - Diplo and Friends - 1467"," - Kiwi, Joyryde - Diplo and Friends",DJ Guv - Warning,DJ Guv,Warning,Warning,3bu9IZuJCvboePIbzO5ot3,https://p.scdn.co/mp3-preview/9224a34b65f77189fbd86e3dd643dae2babc9c91?cid=461b02dc885841c0a798981c336f46f0,Warning, Joyryde,1467,41340,1,11
